Person,Group,Date Active,Status,Handle,ID,Name,Followers,Tweets,Date Created,Approx Suspended
AF Catholic,America First,2022-05-13,Suspended,@Thrawn_Groyper,1518697976360841216,Thrawn Groyper,255,,2022-04-25,2022-05-13
AF Catholic,America First,2022-05-28,Suspended,@ThrawnGroyper,,,,,,2022-05-29
AF Catholic,America First,,Suspended,@AF_Catholic,,,,,,
AF Funhouse,America First,2022-05-27,Suspended,@AF_Funhouse,,,,,,2022-05-27
AF Reactionary,America First,2022-06-25,Suspended,@AF_Reactionary2,,,,,,2022-06-25
AF Reactionary,America First,2022-07-25,Suspended,@AF_Reactionary_,,,,,,2022-07-26
AF Reactionary,America First,2022-07-25,Suspended,@Reactionary_AF,,,,,,2022-07-25
AF Reactionary,America First,2022-07-28,Suspended,@AF_Reacti0nary,,,,,,2022-07-28
AF Reactionary,America First,2022-08-01,Suspended,@AF_Reactionary3,,,,,,2022-08-01
AF Reactionary,America First,,Suspended,@AFReactionary,,,,,,
AF Southerner,America First,2022-08-24,Suspended,@AF88Southerner,,,,,,2022-08-24
AF Southerner,America First,,Suspended,@AF_southerner,,,,,,
AF Spongebob,America First,2022-05-26,Suspended,@AFspongebob,,,,,,2022-01-12
AF Spongebob,America First,2022-05-26,Suspended,@niggaballs4kHD,1518715867542220800,sewer lizard,564,,2022-04-25,2022-05-26
AF Spongebob,America First,2022-05-28,Suspended,@ballfarter22,1529837522133536768,,,,2022-05-26,2022-05-29
AF Spongebob,America First,2022-06-05,Suspended,@starwarsfacts89,,,,,,2022-06-06
AF Spongebob,America First,2022-06-08,Suspended,@spreadblasphemy,1523515575628034049,,,,2022-05-08,2022-06-07
AF Spongebob/Sewer,America First,2022-06-20,Suspended,@insaneraper22,,,,,,2022-06-20
AF Spongebob/Sewer,America First,2022-06-22,Suspended,@chinkygoopgoop,,,,,,2022-06-22
AF Spongebob/Sewer Lizard,America First,2022-06-11,Suspended,@clubpenguin148,,,,,,2022-06-11
AF Spongebob/Sewer Lizard,America First,2022-06-11,Suspended,@stinkypoo12409,1534026632507568128,,,,2022-06-06,2022-06-08
AF Zoomer,America First,2020-01-19,Suspended,@AFzoomer,,,,,,2020-01-19
AF Zoomer,America First,2022-05-12,Suspended,@AFzoomer_,1387583627580616704,AFzoomer,571,,2021-04-28,2022-05-05
AF Zoomer,America First,2022-05-19,Suspended,@AFzoomerr,,,,,,2022-05-19
AF Zoomer,America First,2022-05-20,Suspended,@AFZ00MER,1527369232761372672, (REFOLLOW),226,,2022-05-19,2022-05-20
AF Zoomer,America First,2022-05-24,Suspended,@based_york,1431462134056165381,America First Zoomer,327,,2021-08-27,2022-05-26
AF Zoomer,America First,2022-05-26,Suspended,@AFZ00M3R,,,,,,2022-05-25
AF Zoomer,America First,2022-05-27,Suspended,@catholicbladee,1528585778825154562,,,,2022-05-22,2022-05-27
AF Zoomer,America First,2022-05-29,Suspended,@AFZO0MER,1529566808981884928,,64,,2022-05-25,2022-05-31
AF Zoomer,America First,2022-06-01,Suspended,@AFzoomr,,,,,,2022-06-01
AF Zoomer,America First,2022-06-15,Suspended,@AFzoomer3000,,,,,,2022-06-15
AF Zoomer,America First,2022-06-17,Suspended,@letseatbrandon,,,,,,2022-06-17
AF Zoomer,America First,2022-06-23,Suspended,@WHlTEMONSTER,,,,,,2022-06-23
AF Zoomer,America First,2022-06-25,Suspended,@RealTedFren,,,,,,2022-06-25
AF Zoomer,America First,2022-08-18,Suspended,@Vr11_Commander,,,,,,2022-08-18
AF Zoomer,America First,2022-10-10,Suspended,@racistbladee,,,,,,2022-10-10
AF Zoomer,America First,2022-11-28,Suspended,@YE24zoomer,,,,,,2022-11-28
Air Groyper,America First,2022-05-03,Suspended,@AirGroypa,1518963214150737924,I'm So Cozy,460,,2022-04-26,2022-05-04
Air Groyper,America First,2022-05-15,Suspended,@Airgroypa2,,,,,,2022-05-15
Air Groyper,America First,,Suspended,@AirGroyper,,,,,,
akjos,America First,2021-03-02,Suspended,@strandamor,,,,,,
akjos,America First,2022-08-12,Suspended,@tomboy_groyper,,,,,,2022-08-12
Akjos,America First,2022-08-16,Suspended,@punishedhapa,,,,,,2022-08-16
Akjos,America First,2022-08-21,Suspended,@thomasboycrsder,,,,,,2022-08-21
Alaska Groyper,America First,2022-05-01,Suspended,@Alaska_Groyper,,,,,,2022-05-01
Alaska Groyper,America First,2022-05-08,Suspended,@AIaska_Groyper,,,,,,2022-05-08
Alex,America First,2022-11-29,Suspended,@__gopack76,,,,,,2022-11-29
Alex,America First,,Suspended,@gopackgo1776,,,,,,
Amelie Palmer,America First,2022-06-23,Suspended,@AmelieAF2,,,,,,
Amelie Palmer,America First,2022-08-21,Suspended,@AmeliePalmer5,,,,,,2022-08-21
America First,America First,2022-03-28,Suspended,@LoneFartStatist,1507799015903088642,,,,2022-03-26,2022-03-28
America First,America First,2022-04-11,Suspended,@jrhjournalism,1512839221911900164,Lone-Star Groyper  Fren,254,,2022-04-09,2022-04-11
America First,America First,2022-04-12,Suspended,@Jeff94654150,1496942780639236100,lone star,152,,2022-02-24,2022-04-13
America First Joker,America First,2021-02-27,Suspended,@rationaIcitizen,,,,,,
America First Joker,America First,2022-08-18,Suspended,@oakenwaffle,,,,,,2022-08-18
America First Joker,America First,2022-09-16,Suspended,@itsoverpilled,,,,,,2022-09-16
America First Joker,America First,2022-10-19,Suspended,@kanyesupporter1,,,,,,2022-10-19
AmericaFirst03,America First,2022-04-28,Suspended,@Amfirst03,1518750737978707968,AmericaFirst03 ,307,,2022-04-25,2022-04-29
Amerikaner,America First,2022-02-04,Suspended,@amerikanerrrrr,1468597210413924352,"6'8"" IQ 158 ",336,,2021-12-08,2022-02-08
Amerikaner,America First,2022-03-16,Suspended,@amerikanerrr,1491214981198749697,6'8 IQ 158.0 ,658,,2022-02-08,2022-03-17
Amerikaner,America First,2022-03-17,Suspended,@License_2_Vril,1484682515935862789,Amerikaner,68,,2022-01-21,2022-03-18
Amerikaner,America First,2022-03-18,Suspended,@amerikanerrrr,1504669501769535509,"6'8"" IQ 158 ",96,,2022-02-18,2022-03-18
Amerikaner,America First,2022-03-19,Suspended,@ameriikaner,1504876512830529539,laying low,9,,2022-03-18,2022-03-20
Amerikaner,America First,2022-03-23,Suspended,@k4n3rr,1505730491621810176,Towering Erudite,56,,2022-03-21,2022-03-23
Amerikaner,America First,2022-04-24,Suspended,@m3r1k4n3r,1507340347973816345,,,,2022-03-24,2022-04-25
Amerikaner,America First,2022-04-30,Suspended,@renakirema,1518605252722835457,6'8" IQ 158 ,249,,2022-04-25,2022-05-03
Amerikaner,America First,2022-05-05,Suspended,@kanerrrrrrrrrr,1521957634080792576,Towering Erudite  (REF0LL0W),90,,2022-05-04,2022-05-06
Amerikaner,America First,2022-05-13,Suspended,@ameriiiiiikaner,1522794898201710593,Colossal & Witty ,173,,2022-05-06,2022-05-15
Amerikaner,America First,2022-05-19,Suspended,@aameeriikaaneer,,,,,,2022-05-19
Amerikaner,America First,2022-05-21,Suspended,@ammerrikkannerr,1527275548908703744,tawl and hahy ikyood,81,,2022-05-19,2022-05-21
Amerikaner,America First,2022-05-28,Suspended,@ameri_____kaner,1528377197542653952,,,,2022-05-22,2022-05-29
Amerikaner,America First,2022-05-31,Suspended,@aaaaaamerikaner,,,,,,2022-05-31
Amerikaner,America First,2022-06-13,Suspended,@Vril_Farmer,1522003099279585280,,,,2022-05-04,2022-06-13
Amerikaner,America First,2022-06-16,Suspended,@Vril_hunt,,,,,,
Amerikaner,America First,2022-07-06,Suspended,@AmerikanerFFF,,,,,,2022-07-06
Amerikaner,America First,2022-07-07,Suspended,@kxaxnxexr,,,,,,2022-07-07
Amerikaner,America First,2022-08-01,Suspended,@kanerrrrrrrrr,,,,,,2022-08-01
Amerikaner,America First,2022-08-06,Suspended,@kanerenak,,,,,,2022-08-06
Amerikaner,America First,2022-08-18,Suspended,@kay_ay_en_ee_ar,,,,,,2022-08-18
Amerikaner,America First,2022-08-19,Suspended,@skeleton_ops,,,,,,2022-08-19
Amerikaner,America First,2022-08-25,Suspended,@kaannneeeerrrrr,,,,,,2022-08-25
Amerikaner,America First,2022-08-27,Suspended,@skelly_ops,,,,,,2022-08-27
Amerikaner,America First,2022-08-30,Suspended,@kanerkaner,,,,,,2022-08-30
Amerikaner,America First,2022-10-21,Suspended,@kaaaaanneeeerrr,,,,,,2022-10-21
Amerikaner,America First,2022-11-02,Suspended,@ammerikaner,,,,,,2022-11-02
Amerikaner,America First,2022-11-14,Suspended,@Vrilla_Warfare,,,,,,2022-11-14
Amerikaner,America First,2022-12-16,Suspended,@rrrrreeeennnaak,,,,,,2022-12-16
Amerikaner,America First,2023-01-03,Suspended,@kaaannneeerrr,,,,,,2023-01-03
Andy,America First,2022-11-01,Suspended,@gribblegreenhat,,,,,,
Andy,America First,2022-11-16,Request review,@GribbleYell,,,,,,
Anglo Groyper,America First,2020-05-23,Suspended,@Anglo_Groyper,,,,,,2020-05-23
Anglo Groyper,America First,2022-06-25,Suspended,@gcsegroyper,,,,,,2022-06-25
Anglo Zoomer,America First,2022-08-06,Suspended,@anglo_zoomer,,,,,,
Anglo Zoomer,America First,2022-08-13,Suspended,@realanglozoomer,,,,,,2022-08-13
Anime Avi / Colorado Groyper,America First,2022-05-12,Suspended,@MioPilled9,1522361219411234816,Mio,200,,2022-05-05,2022-05-26
Anime Avi / Colorado Groyper,America First,2022-05-13,Suspended,@DuckySkakingA,1524897071945371648,Ducky,233,,2022-05-12,2022-05-15
Anime Avi / Colorado Groyper,America First,2022-05-15,Suspended,@ColoradoGroyper,,,,,,2022-05-15
Anime Avi / Colorado Groyper,America First,2022-05-19,Suspended,@PunishedMio,,,,,,2022-05-19
Anime Avi / Colorado Groyper,America First,2022-05-26,Suspended,@MioFrenCO,1527305950192758789,,,,2022-05-19,2022-05-25
Anime Avi / Colorado Groyper,America First,2022-05-26,Suspended,@RacistMio,1529499502532501507,Mio ,126,,2022-05-25,2022-05-26
Anime Avi / Colorado Groyper,America First,2022-05-28,Suspended,@LurkerMio,1529764028872110081,,,,2022-05-26,2022-05-29
Anime Avi / Colorado Groyper,America First,2022-06-01,Suspended,@HiddenMio,1296028976670838784,,,,2020-08-19,2022-06-01
Anime Avi / Colorado Groyper,America First,2022-06-04,Suspended,@ColaEnjoyer,1531946221211885568,,,,2022-06-01,2022-06-04
Anime Avi / Colorado Groyper,America First,2022-06-14,Suspended,@sippingoncoke,1533030873242664960,,,,2022-06-02,2022-06-08
Anime Avi / Colorado Groyper,America First,2022-06-15,Suspended,@EvasiveMio,1534479381913079808,,,,2022-06-07,2022-06-14
Anime Avi / Colorado Groyper,America First,2022-06-15,Suspended,@NiggaWhoGrapes,,,,,,2022-06-15
Anime Avi / Colorado Groyper,America First,2022-06-21,Suspended,@SodiePopMio,,,,,,2022-06-21
Anime Avi / Colorado Groyper,America First,2022-06-22,Suspended,@AvoidingJannies,,,,,,2022-06-22
Anime Avi / Colorado Groyper,America First,2022-06-23,Suspended,@animezoomer,,,,,,2022-06-23
Anime Avi / Colorado Groyper,America First,2022-06-24,Suspended,@animeavigroyper,,,,,,2022-06-24
Anime Avi / Colorado Groyper,America First,2022-06-27,Suspended,@BannedZoomer,,,,,,2022-06-27
Anime Avi / Colorado Groyper,America First,2022-07-21,Suspended,@LiberaIJudaism,,,,,,2022-07-21
Anime Gamer Avi,America First,2022-11-02,Suspended,@OneMoreAnimeAvi,,,,,,
Anime Gamer Avi,America First,2022-11-21,Active,@AnimeAviRevival,,,,,,
Anon Crusader,America First,2021-12-04,Suspended,@AnonCrusader,1453091784762998789,,,,2021-10-26,2021-12-04
Anon Crusader,America First,2022-05-08,Suspended,@punishedAC,1507816711197757449,,,,2022-03-26,2022-05-08
Anon Crusader,America First,2022-05-15,Suspended,@RealAnonCrusade,,,,,,2022-05-15
Anon Crusader,America First,2022-05-19,Suspended,@ReturnedAC,,,,,,2022-05-19
Anon Crusader,America First,2022-05-25,Suspended,@AirCoolGroyp,,,,,,2022-05-25
Anon Crusader,America First,2022-05-31,Suspended,@UrabeGroyper,1528763910198796292,,,,2022-05-23,2022-05-31
Anon1556,America First,2022-04-23,Suspended,@anon1556,,,,,,2022-04-23
Anon1556,America First,2022-06-17,Suspended,@freespeechanon3,,,,,,2022-06-17
Anon1556,America First,2022-09-21,Suspended,@cozyclips3311,,,,,,2022-09-21
Anon1556,America First,2022-10-03,Suspended,@anonpunished1,,,,,,2022-10-03
Anon1556,America First,2022-10-05,Suspended,@terminallyonli6,,,,,,2022-10-05
Anon1556,America First,2022-10-07,Suspended,@realanon1556,,,,,,2022-10-07
Anon1556,America First,2022-11-16,Suspended,@darkmagaenjoyer,,,,,,2022-11-16
Aperture Groyper,America First,2022-07-31,Suspended,@balaclavagoy,,,,,,2022-07-31
Aperture Groyper,America First,2022-08-01,Suspended,@balaclavagroypa,,,,,,2022-08-01
Aperture Groyper,America First,2022-08-19,Suspended,@kneegroypa,,,,,,2022-08-19
Aperture Groyper,America First,2022-09-02,Suspended,@wholesaleblacks,,,,,,2022-09-02
Aperture Groyper,America First,2022-09-14,Suspended,@uasem_ny,,,,,,2022-09-14
Aperture Groyper,America First,2022-10-21,Suspended,@itsgiving5000,,,,,,2022-10-21
Aperture Groyper,America First,2022-12-16,Suspended,@ye24xbalaclava,,,,,,2022-12-16
Arizona Chad,America First,2022-06-08,Suspended,@Arizona_Chad7,,,,,,2022-06-08
Arizona Groyper,America First,2021-02-26,Suspended,@ArizonaGroyper,1243268888701222912,,,,2020-03-26,2021-02-26
Arizona Groyper,America First,2022-05-12,Suspended,@Max5Mal,1508287316242022405,Groyper of Arizona,593,,2022-03-27,2022-05-15
Arizona Zoomer,America First,2022-05-05,Suspended,@ArizonaZoomerAF,1506814710145970176,,,,2022-03-24,2022-05-05
Arizona Zoomer,America First,2022-05-14,Suspended,@punishedAZ,1515524535386513413,AZ ZOOMER,380,,2022-04-16,2022-05-26
Arnim Zola,America First,2022-10-11,Suspended,@ArnimZola42,,,,,,
Arnim Zola,America First,2022-10-14,Suspended,@ArnimZola12,,,,,,2022-10-14
Arnim Zola,America First,2022-10-19,Suspended,@ArnimZola13,,,,,,2022-10-19
Arnim Zola,America First,2022-10-26,Suspended,@AZola50,,,,,,2022-10-26
AZ Chad,America First,2022-05-30,Suspended,@Arizona_Chad,1514761041011380224,Arizona Chad,808,,2022-04-14,2022-05-30
AZ Chad,America First,2022-06-01,Suspended,@Arizona_Chad2,1531688925332353028,,,,2022-05-31,2022-06-01
AZ Chad,America First,2022-06-02,Suspended,@Arizona_Chad3,1532086540230266880,Arizona Chad,181,,2022-06-01,2022-06-02
AZ Chad,America First,2022-06-04,Suspended,@Arizona_Chad6,1532594083226497024,,,,2022-06-02,2022-06-04
AZ Chad,America First,2022-06-19,Suspended,@Az_Chado7,,,,,,2022-06-19
Baked Alaska/Jay Yoba,America First,2021-05-09,Suspended,@yobamode,1354582013043380225,yobamode,53,,2021-01-28,
Baked Alaska/Jay Yoba,America First,2021-12-09,Suspended,@yobanigger,,,,,,
Baked Alaska/Jay Yoba,America First,2021-12-17,Suspended,@yoba_nigga,1470225333026709504,WAT DA,329,,2021-12-12,
Baked Alaska/Jay Yoba,America First,2022-01-25,Suspended,@yobaneverdies,1473737366464573450,WAT DA,666,,2021-12-22,2022-01-27
Baked Alaska/Jay Yoba,America First,2022-04-09,Suspended,@jay_putin,1511718631767478283,Jay Putin (Z),267,,2022-04-06,2022-04-10
Baked Alaska/Jay Yoba,America First,2022-04-26,Suspended,@yobausa,1491457287914983424,pawg collector,2366,,2022-02-09,2022-04-26
Baked Alaska/Jay Yoba,America First,2022-05-22,Suspended,@pawg_collector,1335071665617854465,,,,2020-12-04,2022-05-22
Baked Alaska/Jay Yoba,America First,2022-05-30,Suspended,@yayjoba,1530232106667806720,JAY YOBA,167,,2022-05-27,2022-05-31
Baked Alaska/Jay Yoba,America First,2022-05-31,Suspended,@brickedup_mf,1530980581319880704,,,,2022-05-29,2022-05-31
Baked Alaska/Jay Yoba,America First,2022-06-01,Suspended,@brickedupmf,1532093506247868416,mr pawg collector xiv,362,,2022-06-01,2022-06-02
Baked Alaska/Jay Yoba,America First,2022-06-01,Suspended,@NewUserFriend,1529629981139148800,Jay,72,,2022-05-25,2022-06-02
Baked Alaska/Jay Yoba,America First,2022-06-01,Suspended,@pawgreloaded,1531689221123088386,,,,2022-05-31,2022-06-01
Baked Alaska/Jay Yoba,America First,2022-06-08,Suspended,@brickedupmfr,,,,,,2022-06-08
Baked Alaska/Jay Yoba,America First,2022-06-15,Suspended,@PooVibe_,1529713493489745920,PooVibe,609,,2022-05-26,
Baked Alaska/Jay Yoba,America First,2022-06-25,Suspended,@YOBAMODE_,,,,,,2022-06-25
Baked Alaska/Jay Yoba,America First,2022-08-01,Suspended,@RadicalRapist,,,,,,2022-08-01
Baked Alaska/Jay Yoba,America First,2022-08-02,Suspended,@RacistRyuk,,,,,,2022-08-03
Baked Alaska/Jay Yoba,America First,2022-08-04,Suspended,@RacistFranklin,,,,,,2022-08-04
Baked Alaska/Jay Yoba,America First,2022-08-23,Suspended,@Ralphamaniac,,,,,,2022-08-23
Baked Alaska/Jay Yoba,America First,2022-08-24,Suspended,@CredibleRapist,,,,,,2022-08-24
Baked Alaska/Jay Yoba,America First,2022-09-05,Suspended,@RapeThreat,,,,,,2022-09-05
Baked Alaska/Jay Yoba,America First,2022-10-08,Suspended,@Jay_YOBA,,,,,,2022-10-08
Baked Alaska/Jay Yoba,America First,2022-10-08,Suspended,@pawgtradwife,,,,,,2022-10-08
Baked Alaska/Jay Yoba,America First,2022-10-31,Suspended,@pawg_reloaded,,,,,,2022-10-31
Baked Alaska/Jay Yoba,America First,2022-11-30,Suspended,@YeLoyalist,,,,,,2022-11-30
Baked Alaska/Jay Yoba,America First,,Suspended,@Jayoba,,,,,,
Banana Zoomer,America First,2022-10-29,Suspended,@BananaNoContext,,,,,,
Banana Zoomer,America First,2022-11-02,Suspended,@BananaZoomer,,,,,,2022-11-02
Bananas,America First,2022-03-28,Suspended,@bananachan69,,,,,,
Bananas,America First,2022-06-19,Suspended,@minions2movie,,,,,,2022-06-19
Bananas,America First,2022-06-22,Suspended,@YourMinionMan,,,,,,2022-06-22
Banned Drew,America First,2022-05-08,Suspended,@Ban_ned_drew,1395575860145623045,Bandrew,86,,2021-05-20,2022-05-09
Banned Drew,America First,2022-06-04,Suspended,@realbandreas,1524084626981105665,,,,2022-05-10,2022-06-04
Barca Fren,America First,2022-04-20,Suspended,@barcafren190,,,,,,
Barca Fren,America First,2022-08-10,Suspended,@querzasn,,,,,,2022-08-10
Barca Fren,America First,2022-08-13,Suspended,@RapeBarca,,,,,,2022-08-13
Barca Fren,America First,2022-08-16,Suspended,@garfamong,,,,,,2022-08-16
Barca Fren,America First,2022-09-26,Suspended,@qjkern2,,,,,,2022-09-26
Based Aussie,America First,2020-06-10,Suspended,@basedaussie,,,,,,
Based Aussie,America First,2022-08-24,Suspended,@BurnerAuzzie,,,,,,2022-08-24
Based Aussie,America First,2022-09-01,Suspended,@backauzzie,,,,,,2022-09-02
Based Bladee,America First,2020-12-07,Suspended,@BasedBladee,1328125515430060032,,,,2020-11-15,2020-12-07
Based Bladee,America First,2022-06-04,Suspended,@BigTexasPatriot,1499546642533466115,,,,2022-03-03,2022-06-04
Battle Mech,America First,2022-06-10,Suspended,@battlemech,,,,,,
Battle Mech,America First,2022-08-30,Suspended,@battlereadymech,,,,,,2022-08-30
Bean Goy,America First,2022-05-27,Suspended,@Beangoy1,,,,,,2022-05-27
Bean Goy,America First,2022-05-30,Suspended,@beango_y,1530141675691028486,beangoy2,88,,2022-05-27,2022-05-31
Bean Goy,America First,2022-10-17,Suspended,@OGBeangoy,,,,,,2022-10-17
Bean Goy,America First,,Suspended,@Beangoy,,,,,,
Beardson,America First,2022-06-02,Suspended,@coolhetero6000,,,,,,
Beardson,America First,2022-10-03,Suspended,@okcoolgotit,,,,,,2022-10-03
Beardson,America First,2022-12-16,Suspended,@itsbeardson,,,,,,2022-12-16
Beast Boy,America First,2022-12-05,Suspended,@BeastBoyper,,,,,,2022-12-05
Been,America First,2021-11-14,Suspended,@beenwebs,,,,,,2021-11-14
Been,America First,2022-06-19,Suspended,@clairofan88,,,,,,2022-06-19
Been,America First,2022-06-20,Suspended,@beenzoomer,,,,,,2022-06-20
Been,America First,2022-06-25,Suspended,@clairofan148,,,,,,2022-06-25
Been,America First,2022-06-27,Suspended,@AnonJughead,,,,,,2022-06-27
Been,America First,2022-06-30,Suspended,@jugheadfrog,,,,,,2022-06-30
Been,America First,2022-09-16,Suspended,@undercoverbeen,,,,,,2022-09-16
Been,America First,2022-10-05,Suspended,@shoegazebeen,,,,,,2022-10-05
Been,America First,2022-10-07,Suspended,@beenpepe,,,,,,2022-10-07
Been,America First,2022-10-10,Suspended,@kanyefan148,,,,,,2022-10-10
Been,America First,2022-10-12,Suspended,@kanyefan1483,,,,,,2022-10-12
Been,America First,2022-10-17,Suspended,@goypergeen,,,,,,2022-10-17
Been,America First,2022-10-19,Suspended,@friendlyswag,,,,,,2022-10-19
Been,America First,2022-10-21,Suspended,@clairofornia88,,,,,,2022-10-21
Been,America First,2022-10-26,Suspended,@deadbrokengoy,,,,,,2022-10-26
Been,America First,2022-10-28,Suspended,@beeenweb,,,,,,2022-10-30
Been,America First,2022-11-02,Suspended,@newuser148,,,,,,2022-11-02
Been,America First,2022-11-10,Suspended,@clairofanpage88,,,,,,2022-11-10
Been,America First,2022-11-12,Suspended,@spacexfan88,,,,,,2022-11-12
Been,America First,2022-12-16,Suspended,@heyhihello88,,,,,,2022-12-16
Beex,America First,2022-10-10,Suspended,@beexxell,,,,,,
Beex,America First,2022-10-12,Suspended,@Xeexxell,,,,,,2022-10-12
Beex,America First,2022-10-14,Suspended,@Weexxell,,,,,,2022-10-14
Beex,America First,2022-10-19,Suspended,@Xxccell,,,,,,2022-10-19
Beex,America First,2022-10-24,Suspended,@EexxeII,,,,,,2022-10-24
Beex,America First,2022-11-10,Suspended,@Reexxell,,,,,,2022-11-10
Big Nick,America First,2022-05-26,Suspended,@BigNick6969420,1303022095073513472,,,,2020-09-07,2021-12-05
Big Nick,America First,2022-05-26,Suspended,@TheBigNickShow,,,,,,2022-05-26
Big Schmooda,America First,2022-04-25,Suspended,@Gschmooda,1518707999010746374,Big Schmooda,323,,2022-04-25,2022-04-26
Big Schmooda,America First,2022-05-11,Suspended,@beegs_mooda,1468059628772605953,punished schmooder,133,,2021-12-06,2022-05-13
Big Schmooda,America First,2022-06-01,Suspended,@coolcoffeeguy20,1530987098395643905,,,,2022-05-29,2022-06-01
Big Schmooda,America First,2022-10-05,Suspended,@schmoodough,,,,,,2022-10-05
Big Tex Zoomer,America First,2021-01-02,Suspended,@TexasZoomer,,,,,,2021-01-02
Big Tex Zoomer,America First,2022-05-10,Suspended,@BigTexZoomie,1484718811458768900,,,,2022-01-21,2022-05-10
Big Tex Zoomer,America First,2022-05-13,Suspended,@BigTexasZoomer,1524425900506427392,BigTexZoomer (Punished),438,,2022-05-11,2022-05-15
Big Tex Zoomer,America First,2022-05-19,Suspended,@BigTexasZoomee,,,,,,2022-05-19
Big Tex Zoomer,America First,2022-05-20,Suspended,@BTZoomer,1527285264166490113,BexTigZoomer,114,,2022-05-19,2022-05-22
Big Tex Zoomer,America First,2022-05-28,Suspended,@bigtwozoomer,1529054553391476739,,,,2022-05-23,2022-05-29
Big Tex Zoomer,America First,2022-05-30,Suspended,@TexZoomer,1530909780889546753,BigTexZoomer,87,,2022-05-29,2022-05-31
Big Tex Zoomer,America First,2022-06-10,Suspended,@BigLeanPatriot,1533650690652127233,,,,2022-06-02,2022-06-10
Big Tex Zoomer,America First,2022-06-24,Suspended,@texas_groyper45,,,,,,2022-06-24
Big Think,America First,2022-03-23,Suspended,@BigThinkFren,,,,,,2022-03-23
Big Think,America First,2022-07-01,Suspended,@BigThinkFrenn,,,,,,2022-07-01
Big Think,America First,2022-07-02,Suspended,@xBigThink,,,,,,2022-07-02
Big Think,America First,2022-07-06,Suspended,@x6Pounds,,,,,,2022-07-06
Bjorck,America First,2022-08-11,Suspended,@BjorckVengeance,,,,,,2022-08-11
Black Groyper,America First,2022-02-15,Suspended,@aperturegroyper,1232433848035749890,,,,2020-02-26,2022-02-15
Black Groyper,America First,2022-05-05,Suspended,@Black_Groypero7,1515142497487499267,Black Groyper,226,,2022-04-15,2022-05-06
Black Groyper,America First,2022-06-14,Suspended,@groyperblacko7,1530002279855685632,,,,2022-05-26,2022-06-14
Black Groyper,America First,2022-08-07,Suspended,@boosh_mon,,,,,,2022-08-07
Black Groyper,America First,2022-08-11,Suspended,@blackmasko7,,,,,,2022-08-11
Black Swan,America First,2021-12-07,Suspended,@AFJanny,,,,,,2021-12-07
Black Swan,America First,2022-05-08,Suspended,@BlankSworn,1236076759625408512,,,,2020-03-07,2022-05-08
Black Swan,America First,2022-05-23,Suspended,@BlockSwarm,742129966083493888,,,,,2022-05-23
BlackSwan,America First,2022-11-16,Suspended,@Black_SOS_Event,,,,,,2022-11-16
Blacktric,America First,2022-07-24,Suspended,@BrahHotep,,,,,,
Blacktric,America First,2022-08-16,Suspended,@blvcktrickg,,,,,,2022-08-16
Blacktric,America First,2022-11-11,Suspended,@DreadChungus,,,,,,
Blacktric,America First,2022-11-28,Suspended,@BlacktrickReal,,,,,,2022-11-28
BLM Groyper,America First,2022-05-26,Suspended,@BLMGIoyper,1520155882415431680,BLMGloyper,306,,2022-04-29,2022-05-26
BLM Groyper,America First,2022-05-26,Suspended,@BLMGroyper,,,,,,
Bluegrass Groyp,America First,2022-05-25,Suspended,@bluegrassfren,1334238287322550275,BG,236,,2020-12-02,2022-05-26
Bluegrass Groyp,America First,2022-05-26,Suspended,@bluegrassgroyp,1334242084543492096,,,,2020-12-02,2021-11-20
Borb,America First,2022-06-06,Suspended,@borbchan,1131285279103475714,Borb son of Brob,1515,,2019-05-22,2022-06-09
Bosh the Bemover,America First,2022-07-04,Suspended,@nwoexposerAF,,,,,,
Bosh the Bemover,America First,2022-08-23,Suspended,@boshthebemover,,,,,,2022-08-23
Bosh the Bemover,America First,2022-08-24,Suspended,@amonkhet_first,,,,,,2022-08-24
Bosh the Bemover,America First,2022-09-24,Suspended,@GeorgeMayweath8,,,,,,2022-09-24
Boston Groyper,America First,2020-09-21,Suspended,@groyper_boston,1276978875600437257,DaRealBostonGroyper,646,,2020-06-27,
Boston Groyper,America First,2021-11-15,Suspended,@BostonGroyp,1456370469184184321,Arthur Fleck,238,,2021-11-04,2021-11-29
Boston Groyper,America First,2022-03-29,Suspended,@auauayag,1499486009972690949,PunishedZoomBoston,35,,2022-03-03,2022-03-29
Boston Groyper,America First,2022-03-29,Suspended,@notBostonGroyp,1474143348726317056,Arthur Fleck,772,,2021-12-23,2022-03-29
Boston Groyper,America First,2022-04-02,Suspended,@Boston_Fren,1510037508037517312,Arthur Fleck,69,,2022-04-01,2022-04-03
Boston Groyper,America First,2022-04-06,Suspended,@Boston_Fleck,1511465942924075011,Arthur Fleck,64,,2022-04-05,2022-04-07
Boston Groyper,America First,2022-04-12,Suspended,@Fleck_Boston,1513281047173242883,Arthur Fleck,105,,2022-04-10,2022-04-13
Boston Groyper,America First,2022-04-18,Suspended,@FleckBoston,1514861640562393088,Arthur Fleck,99,,2022-04-15,2022-04-19
Boston Groyper,America First,2022-05-05,Suspended,@BostonFl3ck,1520491082294996993,Arthur Fleck,111,,2022-04-30,2022-05-06
Boston Groyper,America First,2022-05-15,Suspended,@PunishedFleck,2431694480,,,,,2022-05-15
Boston Groyper,America First,2022-06-01,Suspended,@BostonCl0wn,1531520456481771521,,,,2022-05-31,2022-06-01
